query_id,doc_id,candidate_skills,candidate_experience_years,candidate_summary,job_title,job_required_skills,job_required_experience,job_remote_policy,shared_skill_count_HINT,stratum_HINT,grade_annotator1,grade_annotator2,adjudicated_grade,annotator_rationale
cv_25,job_04,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_25,job_05,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_25,job_06,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_25,job_07,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_25,job_08,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_25,job_09,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_25,job_10,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_25,job_11,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_25,job_13,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_25,job_14,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_25,job_15,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_26,job_01,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_26,job_02,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_26,job_03,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_26,job_04,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_26,job_05,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_26,job_06,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_26,job_07,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_26,job_08,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_26,job_09,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_26,job_10,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_26,job_11,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_26,job_12,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_26,job_13,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_26,job_14,Marketing Analytics; SEO; Google Analytics,3,Marketing analyst focused on SEO and performance analytics.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_27,job_01,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_27,job_02,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_27,job_03,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_27,job_04,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_27,job_05,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_27,job_06,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_27,job_08,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_27,job_09,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_27,job_11,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_27,job_12,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_27,job_13,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_27,job_14,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_27,job_15,Data Engineering; Spark; Hadoop,5,Data engineer experienced in Spark and big data pipelines.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_28,job_01,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_28,job_02,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_28,job_03,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_28,job_04,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_28,job_05,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_28,job_06,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_28,job_07,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_28,job_08,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_28,job_09,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_28,job_10,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_28,job_12,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_28,job_13,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_28,job_14,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_28,job_15,HR Management; Recruitment; Talent Acquisition,6,HR professional with strong recruitment and talent acquisition background.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_29,job_01,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_29,job_02,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_29,job_03,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_29,job_04,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_29,job_05,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_29,job_06,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_29,job_07,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_29,job_08,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_29,job_09,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_29,job_10,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_29,job_11,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_29,job_12,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_29,job_13,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_29,job_15,Rust; Systems Programming; Concurrency,4,Systems programmer specializing in Rust and concurrency.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_30,job_01,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_30,job_02,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_30,job_03,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_30,job_04,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_30,job_05,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_30,job_06,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_30,job_07,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_30,job_08,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_30,job_09,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_30,job_10,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_30,job_11,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_30,job_12,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_30,job_14,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_30,job_15,UX Research; User Testing; Prototyping,3,UX researcher experienced in user testing and prototyping.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
